name,id,nametype,recclass,mass,fall,year,reclat,reclong,point coordinates
Sterlitamak,23724,1,"Iron, IIIAB",325000.0,Fell,1990-01-01,53.66667,55.98333,"[53.66667, 55.98333]"
Stolzenau,23726,1,Stone-uncl,,Fell,1647-01-01,52.53333,9.05,"[52.53333, 9.05]"
Stratford,23728,1,L6,50.0,Fell,1974-01-01,41.2,-73.13333,"[41.2, -73.13333]"
Strathmore,23729,1,L6,13400.0,Fell,1917-01-01,56.58333,-3.25,"[56.58333, -3.25]"
Stretchleigh,23732,1,Stone-uncl,10400.0,Fell,1623-01-01,50.38333,-3.95,"[50.38333, -3.95]"
St-Robert,23733,1,H5,25400.0,Fell,1994-01-01,45.96861,-72.97806,"[45.96861, -72.97806]"
Success,23736,1,L6,3500.0,Fell,1924-01-01,36.48333,-90.66667,"[36.48333, -90.66667]"
Suchy Dul,23737,1,L6,815.3,Fell,1969-01-01,50.53806,16.26333,"[50.53806, 16.26333]"
Suizhou,23738,1,L6,260000.0,Fell,1986-01-01,31.61667,113.46667,"[31.61667, 113.46667]"
Sulagiri,48951,1,LL6,110000.0,Fell,2008-01-01,12.66667,78.03333,"[12.66667, 78.03333]"
Sultanpur,23741,1,L/LL6,1710.5,Fell,1916-01-01,25.93333,84.28333,"[25.93333, 84.28333]"
Sungach,23745,1,H5,637.0,Fell,1935-01-01,44.86667,133.16667,"[44.86667, 133.16667]"
Supuhee,23760,1,H6,7235.0,Fell,1865-01-01,26.71667,84.21667,"[26.71667, 84.21667]"
Sutter's Mill,55529,1,C,992.5,Fell,2012-01-01,38.80389,-120.90806,"[38.80389, -120.90806]"
Sylacauga,23773,1,H4,5560.0,Fell,1954-01-01,33.18836,-86.2945,"[33.18836, -86.2945]"
Tabor,23776,1,H5,7540.0,Fell,1753-01-01,49.4,14.65,"[49.4, 14.65]"
Tadjera,23778,1,L5,9000.0,Fell,1867-01-01,36.18333,5.41667,"[36.18333, 5.41667]"
Tagish Lake,23782,1,C2-ung,10000.0,Fell,2000-01-01,59.70444,-134.20139,"[59.70444, -134.20139]"
Tahara,23784,1,H4/5,1000.0,Fell,1991-01-01,34.72,137.305,"[34.72, 137.305]"
Takenouchi,23789,1,H5,720.0,Fell,1880-01-01,35.38333,134.9,"[35.38333, 134.9]"
Talampaya,23791,1,Eucrite-cm,1421.0,Fell,1995-01-01,,,
Tambakwatu,23795,1,L6,10500.0,Fell,1975-01-01,-7.75,112.76667,"[-7.75, 112.76667]"
Tamdakht,48691,1,H5,100000.0,Fell,2008-01-01,31.16333,-7.015,"[31.16333, -7.015]"
Tané,23801,1,L5,905.0,Fell,1918-01-01,35.43333,136.23333,"[35.43333, 136.23333]"
Taonan,23873,1,L5,3850.0,Fell,1965-01-01,45.4,122.9,"[45.4, 122.9]"
Tatahouine,23884,1,Diogenite,12000.0,Fell,1931-01-01,32.95,10.41667,"[32.95, 10.41667]"
Tathlith,23885,1,L6,2500.0,Fell,1967-01-01,19.38333,43.73333,"[19.38333, 43.73333]"
Tauk,23887,1,L6,6000.0,Fell,1929-01-01,35.13333,44.45,"[35.13333, 44.45]"
Tauti,23888,1,L6,21000.0,Fell,1937-01-01,46.71667,23.5,"[46.71667, 23.5]"
Tenham,23897,1,L6,160000.0,Fell,1879-01-01,-25.73333,142.95,"[-25.73333, 142.95]"
Tennasilm,23898,1,L4,28500.0,Fell,1872-01-01,58.03333,26.95,"[58.03333, 26.95]"
Thal,23908,1,H6,342.0,Fell,1950-01-01,33.4,70.6,"[33.4, 70.6]"
Thika,54493,1,L6,14200.0,Fell,2011-01-01,-1.00278,37.15028,"[-1.00278, 37.15028]"
Thuathe,23976,1,H4/5,45300.0,Fell,2002-01-01,-29.33333,27.58333,"[-29.33333, 27.58333]"
Tianzhang,23984,1,H5,2232.0,Fell,1986-01-01,32.94667,118.99,"[32.94667, 118.99]"
Tieschitz,23989,1,H/L3.6,28000.0,Fell,1878-01-01,49.6,17.11667,"[49.6, 17.11667]"
Tilden,23998,1,L6,74800.0,Fell,1927-01-01,38.2,-89.68333,"[38.2, -89.68333]"
Tillaberi,23999,1,L6,3000.0,Fell,1970-01-01,14.25,1.53333,"[14.25, 1.53333]"
Timochin,24004,1,H5,65500.0,Fell,1807-01-01,54.5,35.2,"[54.5, 35.2]"
Tirupati,24009,1,H6,230.0,Fell,1934-01-01,13.63333,79.41667,"[13.63333, 79.41667]"
Tissint,54823,1,Martian (shergottite),7000.0,Fell,2011-01-01,29.48195,-7.61123,"[29.48195, -7.61123]"
Tjabe,24011,1,H6,20000.0,Fell,1869-01-01,-7.08333,111.53333,"[-7.08333, 111.53333]"
Tjerebon,24012,1,L5,16500.0,Fell,1922-01-01,-6.66667,106.58333,"[-6.66667, 106.58333]"
Tomakovka,24019,1,LL6,600.0,Fell,1905-01-01,47.85,34.76667,"[47.85, 34.76667]"
